,values,category
29518,"At four28, you air 269 leaving boston by airplane when it arrives in baltimore.",travel
29519,us air 269 leaving boston at : what is the arrival time in baltimore,travel
29520,us air 269 leaving boston at 428 what is the arrival time in?,travel
29521,New boston leaves at 428 by air and it is stationed at baltimore.,travel
29522,us air 269 leaving boston at 428 what is the last time in baltimore,travel
29523,us air 269 leaving boston at 428 what is the arrival time in baltimore,travel
29524,Which airline is dl 98?,travel
29525,What airline is dl 98?,travel
29526,what airline is flight 98,travel
29527,what airline is dl?,travel
29528,what follows is dl 98,travel
29529,what airline is dl 98,travel
29530,what does the morse code f and fn mean,travel
29531,what does the difference are code f and fn mean,travel
29532,what does the fare code f and fn mean,travel
29533,What does the fare code f and fn mean?,travel
29534,what does the fare code f and fn mean?,travel
29535,what does the fare between f and fn mean,travel
29536,what does the fare code f and g mean,travel
29537,Fight from boston to baltimore.,travel
29538,service from boston to baltimore,travel
29539,"On the flight from boston to baltimore, the baltimore is baltimore.",travel
29540,flight from philadelphia to baltimore,travel
29541,flight from boston to baltimore,travel
29542,"All flights and the tickets from denver to pittsburgh we air number 1039 on Saturday, 31st August, no.",travel
29543,all flights and fares from denver to pittsburgh on us air number 1039 on a.,travel
29544,all flights and fares from chicago to pittsburgh on us air number 1039 on a thursday,travel
29545,all flights and fares from denver to chicago on us air number 1039 on a thursday,travel
29546,all flights and fares from denver to pittsburgh on us air number 1039 on a thursday,travel
29547,All routes from denver to pittsburgh by us us air number 1039 on thursday.,travel
29548,all flights and flights from denver to pittsburgh on us air number 1039 on a thursday,travel
29549,all flights and fares from denver to pittsburgh on us route number 1039 on a thursday,travel
29550,all flights and fares from denver to pittsburgh on us air number 1 on a thursday,travel
29551,all flights and fares from denver to pittsburgh on us air route 1039 on a thursday,travel
29552,which airlines fly from seattle to san francisco,travel
29553,which would fly from boston to san francisco,travel
29554,which airlines fly from boston to san.,travel
29555,which airlines fly from boston to san francisco,travel
29556,Which airlines fly from boston to san francisco?,travel
29557,"if you continue to fly from charlotte to atlanta next day, are you going to go atlanta?",travel
29558,do you have a flight from chicago to atlanta next tuesday,travel
29559,do you have a flight from charlotte to boston next tuesday,travel
29560,do you have a flight from charlotte to atlanta next?,travel
29561,do you have a flight from charlotte to atlanta next tuesday,travel
29562,"next week, will be atlanta departing from charlotte?",travel
29563,show me all the information arriving around noon in washington dc from denver,travel
29564,show me all the flights arriving around noon in washington dc from.,travel
29565,show me all the flights arriving around noon in washington dc from denver,travel
29566,Don't take you all the flights from washington to denver on arrival at noon.,travel
29567,Show me all the flights from washington to denver to around 12 p.m.,travel
29568,"If we have the possibility of taking ten people from phoenix to san diego, please please get me the planes.",travel
29569,i need to take ten people from phoenix to san diego please give me the flights during week.,travel
29570,i need to take ten flights from phoenix to san diego please give me the flights during week days,travel
29571,"I have a ten-person flight from phoenix to san diego, please give me the flights wtf during the week.",travel
29572,i need to take ten people from phoenix to san francisco please give me the flights during week days,travel
29573,i need to take ten people from seattle to san diego please give me the flights during week days,travel
29574,i need to take ten people from phoenix to san diego please give me the flights during those days,travel
29575,i need to take ten people from phoenix to san diego please give me the details during week days,travel
29576,i need to take some people from phoenix to san diego please give me the flights during week days,travel
29577,i need to take ten people from phoenix to san diego please give me the flights during week days,travel
29578,please list any flight available leaving oakland california and arriving philadelphia wednesday,travel
29579,please list any routes available leaving oakland california tuesday arriving philadelphia wednesday,travel
