Unnamed: 0,value,category
2931, please list the cheapest flights from dallas to baltimore arriving on may seventh,travel
2327, atlanta to pittsburgh july twenty third,travel
4389, which flights depart burbank after noon and arrive in denver by 6 pm,travel
766, what flights are available with q fares from boston to pittsburgh,travel
4496, flight from salt lake city to oakland california,travel
4218, show me all the flights from denver and all the flights from miami that arrive at baltimore around noon,travel
3255, round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars,travel
202, ground transportation minneapolis,travel
3510, what is the earliest flight from boston to oakland that serves a meal,travel
1733, on april eighth i would like to book a flight from charlotte to baltimore,travel
2777, philadelphia to boston monday,travel
1707, please list the flight times from newark to boston,travel
3474, what flights leave seattle on sunday on continental,travel
854, can you tell me what flights you have from baltimore to dallas,travel
4737, what flights are there from tampa to charlotte,travel
4097, show me all the flights from philadelphia to cincinnati,travel
2160, please list the flight times for boston to pittsburgh,travel
698, what is the lowest price fare from atlanta to san francisco on flight delta 82 and delta 139,travel
4924, what flights leave boston and arrive in philadelphia before 7 am,travel
2999, please list the flights taking off and landing on general mitchell international airport,travel
3696, what time does the earliest flight which goes from atlanta to denver leave,travel
1636, do you have a flight from salt lake city to st. petersburg on june second,travel
3457, list all flights on continental leaving denver on monday,travel
3581, which airlines fly from bwi to dallas fort worth,travel
1291, what is the earliest flight between boston and washington,travel
4659, find the cheapest one way fare from boston to oakland,travel
1853, find the cheapest one way fare from pittsburgh to san francisco,travel
3763, what are the fares from dallas to san francisco on flight dl 217,travel
3304, show me the cheapest one way fares from san diego to miami,travel
4890, show me the flights from westchester county to cincinnati,travel
3743, show me flights from boston to philadelphia on a monday,travel
3445, how many cities are served by twa with first class flights,travel
1998, show me the ground transportation schedule in san francisco on thursday evening,travel
663, show me the coach fares from baltimore to dallas,travel
4779, what flights are there from houston to dallas,travel
3748, what kind of aircraft do you have flying from boston to san francisco on august twenty seventh,travel
4413, flights from atlanta to washington dc on thursday morning,travel
4744, what does ap57 mean,travel
709, how many airports does oakland have,travel
1282, can you tell me the flights on october fifteenth 1991 from boston to oakland,travel
2675, show me all flights both direct and connecting to either san francisco or oakland from boston that arrive before 2 pm,travel
4029, what flights depart from charlotte to newark that leave in the afternoon or leave in the evening,travel
1306, please list all flights on united airlines and northwest which go to denver,travel
2237, show me the earliest flight on august second from boston to denver that serves a meal,travel
3302, how many first class flights does delta airlines have,travel
2038, show flights from philadelphia to boston,travel
1529, what are the flights from cleveland to indianapolis for wednesday the twelfth,travel
1663, what ground transportation is available in pittsburgh,travel
4911, i'd like a flight from baltimore to boston as early in the morning as i can,travel
4930, where does continental fly to from chicago,travel
3627, i want to go from boston to atlanta on monday,travel
2693, what afternoon flights are available from denver to san francisco on wednesdays,travel
3060, what is the earliest flight that i can get from bwi to boston logan,travel
